FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-256,3169429,POINT (16.44169317288326 48.19256944882477),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-255,3169430,POINT (16.367533527464563 48.22365892387996),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-254,3169431,POINT (16.357979641815163 48.227068149955805),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-253,3169432,POINT (16.358362485389605 48.22638040233385),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-252,3169433,POINT (16.358350545460443 48.2264139744268),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-251,3169434,POINT (16.358807455506906 48.21473954539755),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-250,3169435,POINT (16.360076225869626 48.21570827044558),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-24f,3169436,POINT (16.35332447083347 48.21602606536963),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-24e,3169437,POINT (16.358717652963648 48.22346711121396),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-24d,3169438,POINT (16.491684782766225 48.247574516969614),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-24c,3169439,POINT (16.491974491195673 48.24829664151348),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-24b,3169440,POINT (16.491547851915733 48.24749066283486),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-24a,3169441,POINT (16.348909637018807 48.21682440212981),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-249,3169442,POINT (16.353700254361545 48.221148006762064),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-248,3169443,POINT (16.44161981243166 48.15609708203148),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-247,3169444,POINT (16.333040348254134 48.150063594488245),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-246,3169445,POINT (16.31726866011453 48.148655284715026),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-245,3169446,POINT (16.309024743313554 48.14809421586514),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-244,3169447,POINT (16.313300330812492 48.14886898975557),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-243,3169448,POINT (16.313127817322687 48.14804683425396),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-242,3169449,POINT (16.31255938750019 48.13044644339198),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-241,3169450,POINT (16.313854501335108 48.13091019791461),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-240,3169451,POINT (16.353019859712056 48.14773240197431),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-23f,3169452,POINT (16.27476070373989 48.137556879296056),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-23e,3169453,POINT (16.305448000238993 48.15233465037388),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-23d,3169454,POINT (16.30378114992207 48.14942294093393),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-23c,3169455,POINT (16.267238552391618 48.14925529815474),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-23b,3169456,POINT (16.269882082284045 48.1512763885991),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-23a,3169457,POINT (16.270165092673036 48.151680856417876),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-239,3169458,POINT (16.34479904509853 48.151721392606774),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-238,3169459,POINT (16.340924756901853 48.1506544444855),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-237,3169460,POINT (16.292020574944466 48.14815546929489),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-236,3169461,POINT (16.32595921138769 48.16651605563769),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-235,3169462,POINT (16.35399084389905 48.22145764550873),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-234,3169463,POINT (16.313151185963704 48.20916947936955),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-233,3169464,POINT (16.333424192797544 48.20877468366787),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-232,3169465,POINT (16.33283352275059 48.213577827634374),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-231,3169466,POINT (16.304468499376238 48.208720148131185),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-230,3169467,POINT (16.33180496841788 48.210643377995076),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-22f,3169468,POINT (16.33411909534766 48.20599014751166),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-22e,3169469,POINT (16.33416864499399 48.20573220292849),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-22d,3169470,POINT (16.312575353074504 48.2156216428269),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-22c,3169471,POINT (16.307549170998406 48.21583356578216),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-22b,3169472,POINT (16.327227322989305 48.209891269087635),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-22a,3169473,POINT (16.32748328279279 48.210109501847),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-229,3169474,POINT (16.319241672662304 48.21041040605515),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-228,3169475,POINT (16.309656268059758 48.21271516548821),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-227,3169476,POINT (16.282226068428958 48.145262625031094),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-226,3169477,POINT (16.386787052097468 48.18660479282139),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-225,3169478,POINT (16.38493397276094 48.184989930006815),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-224,3169479,POINT (16.38616053384735 48.187348251662016),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-223,3169480,POINT (16.373530925095867 48.234227326296484),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-222,3169481,POINT (16.369335496854877 48.226460585193365),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-221,3169482,POINT (16.36948654488996 48.226413847923325),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-220,3169483,POINT (16.36928875572793 48.226223128963284),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-21f,3169484,POINT (16.376594316262036 48.23190801783987),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-21e,3169485,POINT (16.36799007265031 48.234973715720066),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-21d,3169486,POINT (16.372735379757646 48.23544292401876),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-21c,3169487,POINT (16.363308918399746 48.230713753965894),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-21b,3169488,POINT (16.364814163732596 48.234866333352194),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-21a,3169489,POINT (16.404823240027476 48.146464279981195),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-219,3169490,POINT (16.28050185415561 48.13600465648772),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-218,3169491,POINT (16.28185353840751 48.135538684548095),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-217,3169492,POINT (16.282415416183003 48.13532788755682),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-216,3169493,POINT (16.43803204394051 48.269928270619296),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-215,3169494,POINT (16.388836044618785 48.26681561212428),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-214,3169495,POINT (16.455934708719642 48.27675150514522),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-213,3169496,POINT (16.445088193609795 48.271660893390845),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-212,3169497,POINT (16.382567271177603 48.27757886091648),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-211,3169498,POINT (16.398782678005272 48.25248570463187),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-210,3169499,POINT (16.347986369119127 48.231656215448716),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-20f,3169500,POINT (16.37080988521234 48.2353286555324),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-20e,3169501,POINT (16.35929778145216 48.21186108111935),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-20d,3169502,POINT (16.359781068317517 48.21095242519541),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-20c,3169503,POINT (16.3595356472882 48.21011310706192),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-20b,3169504,POINT (16.359627997224734 48.2108645056288),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-20a,3169505,POINT (16.35941798193265 48.2102245730997),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-209,3169506,POINT (16.358705862652414 48.209311284818995),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-208,3169507,POINT (16.460159102725846 48.15341736503969),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-207,3169508,POINT (16.472392520270436 48.24602842429555),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-206,3169509,POINT (16.26112121711267 48.19554590250516),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-205,3169510,POINT (16.431823931934712 48.28819093188592),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-204,3169511,POINT (16.34342995616584 48.216717094301),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-203,3169512,POINT (16.32746898512379 48.16487466259414),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-202,3169513,POINT (16.392262254139734 48.25917117201176),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-201,3169514,POINT (16.474217693776392 48.24066488215793),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-200,3169515,POINT (16.396835216871235 48.204934732903176),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ff,3169516,POINT (16.336862149750264 48.234255157637214),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1fe,3169517,POINT (16.473596594839027 48.23965315796728),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1fd,3169518,POINT (16.32114308218479 48.19031148055942),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1fc,3169519,POINT (16.349818743099757 48.232467437983644),Hundetrinkbrunnen,2,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1fb,3169520,POINT (16.336374918519475 48.23579008472578),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1fa,3169521,POINT (16.339412415773833 48.17821716032037),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f9,3169522,POINT (16.329953685409883 48.234249538803084),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f8,3169523,POINT (16.455818450867316 48.257454219821895),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f7,3169524,POINT (16.33370405341625 48.23423106861998),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f6,3169525,POINT (16.445098447902875 48.269708205016435),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f5,3169526,POINT (16.443760647114043 48.286032213143),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f4,3169527,POINT (16.38689059913422 48.15272632483721),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f3,3169528,POINT (16.385782349643687 48.14611249732328),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f2,3169529,POINT (16.35968185131459 48.21593484764715),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f1,3169530,POINT (16.38784556672116 48.15783750752362),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1f0,3169531,POINT (16.33408196072124 48.236794751974855),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ef,3169532,POINT (16.35035374983927 48.21268320304377),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ee,3169533,POINT (16.333808945198854 48.18670377183598),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ed,3169534,POINT (16.312118604762755 48.226898214008486),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ec,3169535,POINT (16.3411749756936 48.20745694439148),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1eb,3169536,POINT (16.340669615504424 48.20765398174053),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ea,3169537,POINT (16.436840751099968 48.188333357432086),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e9,3169538,POINT (16.368309456400016 48.17083983350822),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e8,3169539,POINT (16.39709112109797 48.2252845155336),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e7,3169540,POINT (16.327803761663997 48.18224819977168),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e6,3169541,POINT (16.327378597217955 48.182309915909215),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e5,3169542,POINT (16.31928881095513 48.1966594471908),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e4,3169543,POINT (16.319083425233355 48.19646116007708),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e3,3169544,POINT (16.41058464170403 48.23675674122864),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e2,3169545,POINT (16.382357001496768 48.16950116973774),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e1,3169546,POINT (16.334961590322802 48.2135649043659),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1e0,3169547,POINT (16.36442484096564 48.21778381932536),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1df,3169548,POINT (16.35163869232279 48.15336903253976),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1de,3169549,POINT (16.33239167799652 48.17644061056489),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1dd,3169550,POINT (16.289864628915332 48.180258281320505),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1dc,3169551,POINT (16.411141699896888 48.17351287158014),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1db,3169552,POINT (16.288942480505504 48.1373433341066),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1da,3169553,POINT (16.403829363161442 48.1959875538142),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d9,3169554,POINT (16.40031535783957 48.220548543054214),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d8,3169555,POINT (16.525989612112472 48.21354111578312),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d7,3169556,POINT (16.419407951232564 48.239072581187564),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d6,3169557,POINT (16.367964855497515 48.22061758714394),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d5,3169558,POINT (16.457488020959378 48.251833803227214),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d4,3169559,POINT (16.33519301407396 48.21344817010359),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d3,3169560,POINT (16.326081096839438 48.212942732524766),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d2,3169561,POINT (16.432037776497175 48.28773260407992),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d1,3169562,POINT (16.3858220372078 48.225066515717295),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1d0,3169563,POINT (16.338334704781516 48.20193449108633),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1cf,3169564,POINT (16.338321729693853 48.20193759579714),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ce,3169565,POINT (16.338308609330525 48.201941080922865),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1cd,3169566,POINT (16.407277993149464 48.25526705628379),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1cc,3169567,POINT (16.304727413462334 48.213916246266606),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1cb,3169568,POINT (16.255753285098585 48.132140747328926),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ca,3169569,POINT (16.294056458056218 48.1987790797141),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c9,3169570,POINT (16.378876195739213 48.173665376332416),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c8,3169571,POINT (16.37234347585566 48.216741851144754),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c7,3169572,POINT (16.377818619023277 48.17357162760744),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c6,3169573,POINT (16.30639487964741 48.22057812550448),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c5,3169574,POINT (16.381731309045815 48.24509137045126),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c4,3169575,POINT (16.30600395234443 48.198429302955155),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c3,3169576,POINT (16.305984453158295 48.19843277282971),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c2,3169577,POINT (16.306023612950952 48.19842583222027),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c1,3169578,POINT (16.305908754203628 48.19789965191068),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1c0,3169579,POINT (16.30616099053215 48.19798020920912),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1bf,3169580,POINT (16.41014600458498 48.232027073401575),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1be,3169581,POINT (16.409361424789 48.23196685470598),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1bd,3169582,POINT (16.38045233849108 48.206362695643264),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1bc,3169583,POINT (16.376252959461734 48.19883914457503),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1bb,3169584,POINT (16.382733987825095 48.18652683424454),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ba,3169585,POINT (16.390379945913654 48.19798609645537),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b9,3169586,POINT (16.343513861910598 48.188090636266054),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b8,3169587,POINT (16.358073473886503 48.2270650141477),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b7,3169588,POINT (16.360669876755765 48.21447519158678),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b6,3169589,POINT (16.380684928953226 48.24476647190087),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b5,3169590,POINT (16.38193006065063 48.182161914620764),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b4,3169591,POINT (16.339632045234385 48.18162986025927),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b3,3169592,POINT (16.318466082191218 48.18914643861364),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b2,3169593,POINT (16.309217834708992 48.21286318550668),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b1,3169594,POINT (16.30747723462755 48.22133837971528),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1b0,3169595,POINT (16.338813890859466 48.22643673133183),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1af,3169596,POINT (16.476496058297784 48.252114644290046),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ae,3169597,POINT (16.50101098192961 48.2238328899776),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ad,3169598,POINT (16.439166976667508 48.247101084264),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ac,3169599,POINT (16.424637411061887 48.22575371721152),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1ab,3169600,POINT (16.377277897512972 48.20203814898346),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1aa,3169601,POINT (16.40510507260966 48.216969343125086),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1a9,3169602,POINT (16.350786910703018 48.1858246097374),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1a8,3169603,POINT (16.48517972876018 48.15987058965062),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1a7,3169604,POINT (16.42682033439895 48.17035293078512),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1a6,3169605,POINT (16.35372169624317 48.19108906402573),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1a5,3169606,POINT (16.413585836541206 48.22513877168609),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-1a4,3169607,POINT (16.43197036207251 48.24715996453735),Spielbrunnen,3,
