FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-143,3169704,POINT (16.407235866989573 48.24739047895392),Hundetrinkbrunnen,2,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-142,3169705,POINT (16.411356804493593 48.24160355290505),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-141,3169706,POINT (16.30597129408828 48.19835331593998),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-140,3169707,POINT (16.30596832467564 48.19831536100818),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-13f,3169708,POINT (16.334990942401493 48.18475207338759),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-13e,3169709,POINT (16.46829460768135 48.23450957922787),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-13d,3169710,POINT (16.45021862230477 48.254995701881995),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-13c,3169711,POINT (16.378639968344576 48.20365056558455),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-13b,3169712,POINT (16.40513868032583 48.161902533112325),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-13a,3169713,POINT (16.394879045166217 48.19664396411148),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-139,3169714,POINT (16.33137317764107 48.18214439501072),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-138,3169715,POINT (16.34504931588488 48.18475565160864),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-137,3169716,POINT (16.321562889208124 48.185827756443906),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-136,3169717,POINT (16.41808140531209 48.182674451183026),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-135,3169718,POINT (16.41271171946922 48.181554888964676),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-134,3169719,POINT (16.337675403762503 48.189849309497646),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-133,3169720,POINT (16.401455046634698 48.193157220896985),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-132,3169721,POINT (16.385758139264876 48.225218954564006),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-131,3169722,POINT (16.379419015497326 48.204943150094984),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-130,3169723,POINT (16.36152849074332 48.25982655272084),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-12f,3169724,POINT (16.454284384211455 48.26813601321919),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-12e,3169725,POINT (16.411067647612636 48.29994327185424),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-12d,3169726,POINT (16.399406127513956 48.2739142065244),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-12c,3169727,POINT (16.340671522326865 48.185761151487625),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-12b,3169728,POINT (16.326001308427912 48.16337645575604),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-12a,3169729,POINT (16.304202223698557 48.16204112639107),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-129,3169730,POINT (16.300556340420645 48.14756184418309),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-128,3169731,POINT (16.345179231026886 48.18480461423804),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-127,3169732,POINT (16.3451933741845 48.18468008349712),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-126,3169733,POINT (16.345228644787408 48.184694172245976),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-125,3169734,POINT (16.345136459361065 48.184839252426144),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-124,3169735,POINT (16.39188331577381 48.19167480455832),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-123,3169736,POINT (16.337361974505626 48.24305603620831),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-122,3169737,POINT (16.360291609538866 48.242065211984865),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-121,3169738,POINT (16.390856842989592 48.22681137926112),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-120,3169739,POINT (16.39069738045966 48.227750273068416),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-11f,3169740,POINT (16.3906933876829 48.22688732800067),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-11e,3169741,POINT (16.390898763630606 48.22693904012832),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-11d,3169742,POINT (16.362253483305746 48.20561168189847),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-11c,3169743,POINT (16.38739147270223 48.21938878853789),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-11b,3169744,POINT (16.340718840919227 48.19575230119923),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-11a,3169745,POINT (16.38014881139873 48.212684677611946),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-119,3169746,POINT (16.35378125358669 48.18552166312106),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-118,3169747,POINT (16.350981957394964 48.204088152487486),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-117,3169748,POINT (16.350059325570932 48.210656110980246),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-116,3169749,POINT (16.383443753111827 48.16118470482504),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-115,3169750,POINT (16.330233951036764 48.17447680059747),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-114,3169751,POINT (16.313699447012514 48.19799759623545),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-113,3169752,POINT (16.30319859898217 48.19660028579304),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-112,3169753,POINT (16.309614722328654 48.21383871748579),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-111,3169754,POINT (16.334147243317556 48.22111131148405),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-110,3169755,POINT (16.34582490504197 48.22351722446716),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-10f,3169756,POINT (16.367180650579492 48.235352424026516),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-10e,3169757,POINT (16.400080073364126 48.25730909434906),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-10d,3169758,POINT (16.3205923156373 48.150520112878546),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-10c,3169759,POINT (16.381326695228253 48.17522032655857),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-10b,3169760,POINT (16.38533739518975 48.197264609377434),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-10a,3169761,POINT (16.276855706528295 48.17301187866012),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-109,3169762,POINT (16.33000063079044 48.1788735241172),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-108,3169763,POINT (16.378047322790678 48.21699311418177),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-107,3169764,POINT (16.438731735305133 48.19296836785459),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-106,3169765,POINT (16.247934662807815 48.21993828198402),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-105,3169766,POINT (16.312351906164288 48.21213078296025),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-104,3169767,POINT (16.287704609026402 48.185702439234966),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-103,3169768,POINT (16.398593003775687 48.213946558300655),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-102,3169769,POINT (16.413915934230634 48.22893763245957),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-101,3169770,POINT (16.398681560967372 48.241610270035885),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-100,3169771,POINT (16.366988871148916 48.26391130757921),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ff,3169772,POINT (16.368396746137552 48.260416188776325),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-fe,3169773,POINT (16.447658556519144 48.19529280282808),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-fd,3169774,POINT (16.479634952931207 48.16753210747099),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-fc,3169775,POINT (16.277898396774507 48.21537795922399),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-fb,3169776,POINT (16.447450756122784 48.28769350088926),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-fa,3169777,POINT (16.4451470086858 48.28692931604096),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f9,3169778,POINT (16.421970044411967 48.28914677370663),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f8,3169779,POINT (16.3600419806981 48.20133445984348),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f7,3169780,POINT (16.344767683186472 48.28715276713961),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f6,3170448,POINT (16.340667833027297 48.18191540328335),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f5,3170449,POINT (16.298628208980663 48.20475417881144),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f4,3170450,POINT (16.28084177477265 48.20693118523548),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f3,3170451,POINT (16.265095514562383 48.207306275133504),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f2,3170452,POINT (16.39741560535729 48.13694802568798),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f1,3170453,POINT (16.271647242176062 48.16696541650563),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-f0,3170454,POINT (16.196657548806762 48.22938270280184),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ef,3170455,POINT (16.401965205788926 48.190376099446816),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ee,3170456,POINT (16.250639769040212 48.21345696866607),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ed,3170457,POINT (16.26210145994018 48.21007663629034),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ec,3170458,POINT (16.309576117837747 48.25712166424647),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-eb,3170459,POINT (16.47832564456021 48.20988222604394),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ea,3170460,POINT (16.321011004357654 48.207919372544296),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e9,3170461,POINT (16.24455787589122 48.22555247565403),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e8,3170462,POINT (16.301562756723676 48.185884195338545),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e7,3170463,POINT (16.425696993072073 48.199709856361316),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e6,3170464,POINT (16.418146682795918 48.203687512919025),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e5,3170465,POINT (16.376439567400745 48.198569057419206),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e4,3170466,POINT (16.289885752974293 48.180267280387106),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e3,3170467,POINT (16.37444286483917 48.21592473680962),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e2,3170468,POINT (16.308387801747497 48.20924492579341),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e1,3170469,POINT (16.363224369928606 48.195249098029386),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-e0,3170470,POINT (16.362486323578118 48.20508220662731),Trinkhydrant mit Tränke,18,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-df,3170471,POINT (16.53304041350638 48.21994264371361),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-de,3170472,POINT (16.32050394447363 48.24101367065871),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-dd,3170473,POINT (16.458353984489552 48.17819257585534),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-dc,3170474,POINT (16.412662161632955 48.225715383579804),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-db,3170475,POINT (16.497269002780044 48.159379468925145),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-da,3170476,POINT (16.37184936373927 48.20711160250497),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d9,3170477,POINT (16.320978287798408 48.26409152507298),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d8,3170478,POINT (16.42924791107206 48.21765111746956),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d7,3170479,POINT (16.327484613326217 48.21341123472235),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d6,3170480,POINT (16.314738030663147 48.262542301805546),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d5,3170481,POINT (16.386889244321832 48.22265235767253),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d4,3170482,POINT (16.379791699314115 48.215755009564845),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d3,3170483,POINT (16.34982177833762 48.2063127724155),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d2,3170484,POINT (16.412492814198465 48.24847070979488),Auslaufbrunnen mit Tränke,17,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d1,3170064,POINT (16.287304913934587 48.170484285053156),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-d0,3170065,POINT (16.387510960950063 48.21943883453565),Schiff,16,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-cf,3170066,POINT (16.350387738065947 48.19816106249774),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ce,3170067,POINT (16.35716859146764 48.205473872105536),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-cd,3170068,POINT (16.374157977784446 48.184023755651744),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-cc,3170069,POINT (16.393619457306144 48.22283463192701),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-cb,3170070,POINT (16.3359066367553 48.20165165779837),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ca,3170071,POINT (16.362133128712586 48.20543364604011),Nebelstele,15,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c9,3170072,POINT (16.31708036583229 48.15039702172003),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c8,3170073,POINT (16.390111373112603 48.21072307922561),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c7,3170074,POINT (16.361256136008834 48.19784256541365),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c6,3170075,POINT (16.383017089077956 48.22530351777732),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c5,3170076,POINT (16.344178274134165 48.18659763618928),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c4,3170077,POINT (16.35815660965047 48.21413663131549),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c3,3170078,POINT (16.356028471910115 48.22513763620871),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c2,3170079,POINT (16.316078097921476 48.18583694895233),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c1,3170080,POINT (16.381685759999048 48.18853421382192),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-c0,3170081,POINT (16.47389073433955 48.15901519302),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-bf,3170082,POINT (16.374281488884584 48.20091691889232),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-be,3170083,POINT (16.36474757492625 48.24920749773427),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-bd,3170084,POINT (16.32451370080253 48.16152463217017),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-bc,3170085,POINT (16.33699592957546 48.19320049691165),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-bb,3170086,POINT (16.371405808208934 48.20588246033394),Sommerspritzer,9,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ba,3170087,POINT (16.330148954086667 48.17535950206759),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b9,3170088,POINT (16.363368163712455 48.20615527853482),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b8,3170089,POINT (16.33745679307739 48.19051292581359),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b7,3170090,POINT (16.37404481425965 48.18659445680497),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b6,3170091,POINT (16.33786658044059 48.17883221565015),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b5,3170092,POINT (16.36915478850282 48.231227085126484),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b4,3170093,POINT (16.344405172770564 48.22621949336214),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b3,3170094,POINT (16.341557780422306 48.24569331627418),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b2,3170095,POINT (16.467320346627474 48.19306147469565),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b1,3170096,POINT (16.29510008041533 48.16858860746951),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-b0,3170097,POINT (16.338629950036495 48.19566999917928),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-af,3170098,POINT (16.382944741395814 48.206451346843764),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ae,3170099,POINT (16.31665150610678 48.141638202042174),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ad,3170100,POINT (16.36719966495515 48.19298017667389),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ac,3170101,POINT (16.32074609953792 48.197521603815495),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-ab,3170102,POINT (16.327759233308477 48.165893198172725),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-aa,3170103,POINT (16.329638672416472 48.18077800788012),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a9,3170104,POINT (16.4964344123295 48.22516096804774),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a8,3170105,POINT (16.317753270526417 48.24516037219949),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a7,3170106,POINT (16.374869761765492 48.248600665975765),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a6,3170107,POINT (16.35828727532473 48.191669055074684),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a5,3170108,POINT (16.31181003080567 48.21189402306841),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a4,3170109,POINT (16.41327699434513 48.21518154079324),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a3,3170110,POINT (16.422304921689392 48.269893062389215),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a2,3170111,POINT (16.42097252213842 48.2098928455968),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a1,3170112,POINT (16.37109202614143 48.20521656565911),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-a0,3170113,POINT (16.360893296317766 48.20198300180648),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-9f,3170114,POINT (16.342653180935834 48.25576423293667),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-9e,3170115,POINT (16.4145958684141 48.19098241140807),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-9d,3170116,POINT (16.39293265435957 48.20063776964246),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-9c,3170117,POINT (16.4541164380777 48.27770718022823),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-9b,3170118,POINT (16.38734597426251 48.246713931488536),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-9a,3170119,POINT (16.318120437408183 48.190280708887215),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-99,3170120,POINT (16.457521323961164 48.230688528856625),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-98,3170121,POINT (16.396872208809803 48.25767542461388),Mobiler Trinkbrunnen mit Sprühnebelfunktion,14,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-97,3170180,POINT (16.32376202104932 48.19137126778296),Auslaufbrunnen,7,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-96,3170181,POINT (16.412367321409576 48.2302148407093),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-95,3170182,POINT (16.358400447049352 48.19307804175005),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-94,3170183,POINT (16.48528586319731 48.23642897562441),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-93,3170184,POINT (16.43914258513895 48.24112194022608),Trinkhydrant,10,
TRINKBRUNNENOGD.fid-7573fe0d_18102351456_-92,3170185,POINT (16.34208149366027 48.19628863420808),Trinkhydrant,10,
